date,cash,position_value,total_equity,cum_return
2023-12-14,0.0,913905.9069868943,913905.9069868943,-0.08609409301310567
2023-12-15,0.0,903531.1580547129,903531.1580547129,-0.09646884194528704
2023-12-18,0.0,900939.5558482775,900939.5558482775,-0.09906044415172244
2023-12-19,0.0,896399.0443352897,896399.0443352897,-0.10360095566471028
2023-12-20,0.0,894387.2637830297,894387.2637830297,-0.1056127362169702
2023-12-21,0.0,897619.6353792037,897619.6353792037,-0.10238036462079625
2023-12-22,0.0,897221.5179425642,897221.5179425642,-0.10277848205743578
2023-12-25,0.0,901780.194187483,901780.194187483,-0.09821980581251699
2023-12-26,0.0,892553.6975844811,892553.6975844811,-0.10744630241551889
2023-12-27,0.0,900106.9915111369,900106.9915111369,-0.09989300848886318
2023-12-28,0.0,899770.498113824,899770.498113824,-0.10022950188617596
2023-12-29,0.0,906957.4510020146,906957.4510020146,-0.09304254899798547
2024-01-02,5.820766091346741e-11,910968.5607312751,910968.5607312752,-0.08903143926872481
2024-01-03,5.820766091346741e-11,899241.1078385317,899241.1078385317,-0.10075889216146827
2024-01-04,5.820766091346741e-11,895248.5326239296,895248.5326239297,-0.10475146737607033
2024-01-05,5.820766091346741e-11,887925.7703124662,887925.7703124662,-0.11207422968753378
2024-01-08,5.820766091346741e-11,871971.3912533255,871971.3912533256,-0.12802860874667443
2024-01-09,5.820766091346741e-11,878332.349113756,878332.3491137561,-0.12166765088624387
2024-01-10,5.820766091346741e-11,865716.1124657707,865716.1124657707,-0.13428388753422926
2024-01-11,5.820766091346741e-11,869169.0807976846,869169.0807976846,-0.13083091920231538
2024-01-12,5.820766091346741e-11,861615.965129366,861615.9651293661,-0.1383840348706339
2024-01-15,0.0,861110.076643378,861110.076643378,-0.13888992335662198
2024-01-16,0.0,862640.7593171255,862640.7593171255,-0.13735924068287442
2024-01-17,0.0,851184.246848508,851184.246848508,-0.14881575315149198
2024-01-18,0.0,845676.1186706248,845676.1186706248,-0.15432388132937525
2024-01-19,0.0,837381.3750462991,837381.3750462991,-0.16261862495370094
2024-01-22,0.0,809399.7985522476,809399.7985522476,-0.19060020144775247
2024-01-23,0.0,818208.5960033842,818208.5960033842,-0.18179140399661575
2024-01-24,0.0,837968.5074188302,837968.5074188302,-0.16203149258116978
2024-01-25,0.0,865209.2571249693,865209.2571249693,-0.13479074287503068
2024-01-26,0.0,875484.686692823,875484.686692823,-0.12451531330717702
2024-01-29,0.0,875478.0891635742,875478.0891635742,-0.12452191083642583
2024-01-30,0.0,868185.4008223541,868185.4008223541,-0.13181459917764582
2024-01-31,0.0,866398.1832440601,866398.1832440601,-0.13360181675593985
2024-02-01,0.0,855740.3043881233,855740.3043881233,-0.14425969561187668
2024-02-02,0.0,855573.1855073518,855573.1855073518,-0.14442681449264827
2024-02-05,0.0,861460.4360225872,861460.4360225872,-0.13853956397741274
2024-02-06,0.0,871901.998038777,871901.998038777,-0.128098001961223
2024-02-07,0.0,885726.1712802801,885726.1712802801,-0.11427382871971992
2024-02-08,0.0,886545.5210019676,886545.5210019676,-0.1134544789980324
2024-02-19,5.820766091346741e-11,908759.0574404913,908759.0574404914,-0.09124094255950865
2024-02-20,5.820766091346741e-11,916803.0182613874,916803.0182613875,-0.08319698173861256
2024-02-21,5.820766091346741e-11,918610.8751167533,918610.8751167534,-0.08138912488324657
2024-02-22,5.820766091346741e-11,939839.9179181642,939839.9179181643,-0.060160082081835764
2024-02-23,5.820766091346741e-11,933334.0981438681,933334.0981438681,-0.06666590185613186
2024-02-26,5.820766091346741e-11,912529.9488196082,912529.9488196082,-0.08747005118039175
2024-02-27,5.820766091346741e-11,916092.6178051557,916092.6178051557,-0.08390738219484428
2024-02-28,5.820766091346741e-11,912815.7034685084,912815.7034685086,-0.0871842965314914
2024-02-29,5.820766091346741e-11,918546.3510196462,918546.3510196463,-0.08145364898035368
2024-03-01,5.820766091346741e-11,924680.5697117951,924680.5697117951,-0.07531943028820487
2024-03-04,0.0,933472.5888655835,933472.5888655835,-0.06652741113441651
2024-03-05,0.0,942175.6302592416,942175.6302592416,-0.05782436974075844
2024-03-06,0.0,942023.3396569035,942023.3396569035,-0.05797666034309645
2024-03-07,0.0,949094.2497365185,949094.2497365185,-0.05090575026348154
2024-03-08,0.0,947141.2865523278,947141.2865523278,-0.052858713447672234
2024-03-11,0.0,932808.4995946928,932808.4995946928,-0.06719150040530719
2024-03-12,0.0,909156.7592477615,909156.7592477615,-0.0908432407522386
2024-03-13,0.0,904969.78594332,904969.78594332,-0.09503021405668
2024-03-14,0.0,907247.0043698839,907247.0043698839,-0.09275299563011608
2024-03-15,0.0,906081.8556741829,906081.8556741829,-0.09391814432581713
2024-03-18,0.0,899373.1153342226,899373.1153342226,-0.1006268846657774
2024-03-19,0.0,894031.7118024571,894031.7118024571,-0.10596828819754289
2024-03-20,0.0,893741.6396366621,893741.6396366621,-0.10625836036333791
2024-03-21,0.0,896962.1745104895,896962.1745104895,-0.10303782548951057
2024-03-22,0.0,891677.4501594946,891677.4501594946,-0.10832254984050538
2024-03-25,0.0,892819.9199198426,892819.9199198426,-0.10718008008015734
2024-03-26,0.0,894030.0371310423,894030.0371310423,-0.10596996286895766
2024-03-27,0.0,892674.8782310156,892674.8782310156,-0.10732512176898434
2024-03-28,0.0,891191.4494328465,891191.4494328465,-0.10880855056715344
2024-03-29,0.0,900317.3767267534,900317.3767267534,-0.09968262327324662
2024-04-01,5.820766091346741e-11,904571.0807359209,904571.0807359209,-0.09542891926407904
2024-04-02,5.820766091346741e-11,908522.8163937854,908522.8163937854,-0.0914771836062146
2024-04-03,5.820766091346741e-11,909860.2195273598,909860.2195273598,-0.09013978047264015
2024-04-08,5.820766091346741e-11,920752.9607263606,920752.9607263606,-0.07924703927363941
2024-04-09,5.820766091346741e-11,914396.608968723,914396.6089687231,-0.0856033910312769
2024-04-10,5.820766091346741e-11,916410.0874154025,916410.0874154025,-0.08358991258459747
2024-04-11,5.820766091346741e-11,923511.8304537889,923511.8304537889,-0.07648816954621118
2024-04-12,5.820766091346741e-11,917471.8795086232,917471.8795086232,-0.08252812049137681
2024-04-15,5.820766091346741e-11,918928.3234406844,918928.3234406845,-0.08107167655931558
2024-04-16,5.820766091346741e-11,896953.523013642,896953.523013642,-0.10304647698635794
2024-04-17,5.820766091346741e-11,910439.8166695901,910439.8166695901,-0.08956018333040994
2024-04-18,5.820766091346741e-11,917154.4878490748,917154.4878490749,-0.08284551215092517
2024-04-19,5.820766091346741e-11,916100.5350211061,916100.5350211062,-0.08389946497889378
2024-04-22,5.820766091346741e-11,907874.6969853739,907874.696985374,-0.09212530301462607
2024-04-23,5.820766091346741e-11,879762.1966723489,879762.196672349,-0.120237803327651
2024-04-24,5.820766091346741e-11,894268.2276772846,894268.2276772847,-0.10573177232271525
2024-04-25,5.820766091346741e-11,896768.6522803596,896768.6522803598,-0.10323134771964027
2024-04-26,5.820766091346741e-11,909113.832180528,909113.832180528,-0.09088616781947201
2024-04-29,0.0,905883.2268424454,905883.2268424454,-0.09411677315755451
2024-04-30,0.0,914205.1975941502,914205.1975941502,-0.0857948024058498
2024-05-06,0.0,917574.5381258423,917574.5381258423,-0.08242546187415767
2024-05-07,0.0,912464.3235622025,912464.3235622025,-0.08753567643779747
2024-05-08,0.0,909182.121250837,909182.121250837,-0.09081787874916303
2024-05-09,0.0,913846.610442383,913846.610442383,-0.08615338955761698
2024-05-10,0.0,923723.9021137669,923723.9021137669,-0.07627609788623313
2024-05-13,0.0,927886.9630369811,927886.9630369811,-0.07211303696301896
2024-05-14,0.0,931074.2043159902,931074.2043159902,-0.0689257956840098
2024-05-15,0.0,927770.1874792826,927770.1874792826,-0.07222981252071736
2024-05-16,0.0,928237.253975525,928237.253975525,-0.07176274602447497
2024-05-17,0.0,938241.5481939353,938241.5481939353,-0.06175845180606465
2024-05-20,0.0,947323.7970193542,947323.7970193542,-0.05267620298064579
2024-05-21,0.0,945716.2524477281,945716.2524477281,-0.054283747552271944
2024-05-22,0.0,944892.5124300468,944892.5124300468,-0.055107487569953206
2024-05-23,0.0,927058.7301970873,927058.7301970873,-0.07294126980291271
2024-05-24,0.0,928624.7347256151,928624.7347256151,-0.07137526527438487
2024-05-27,0.0,935848.720735704,935848.720735704,-0.06415127926429609
2024-05-28,0.0,936265.9951607796,936265.9951607796,-0.06373400483922043
2024-05-29,0.0,938305.312677904,938305.312677904,-0.06169468732209593
2024-05-30,0.0,926453.5202245658,926453.5202245658,-0.07354647977543427
2024-05-31,0.0,927141.7799300951,927141.7799300951,-0.07285822006990494
2024-06-03,0.0,915830.410601395,915830.410601395,-0.08416958939860508
