scenario,date,cash,position_value,total_equity,turnover,cum_return
category_cap1,2025-09-18,2.7494842646786507e-07,1130707.8358759626,1130707.8358762376,0.0,0.1307078358762377
category_cap1,2025-09-19,2.7495964204065694e-07,1138090.2011629567,1138090.2011632316,0.0,0.13809020116323167
category_cap1,2025-09-22,2.749932915041109e-07,1149356.0376141155,1149356.0376143905,0.0,0.14935603761439054
category_cap1,2025-09-23,2.750045089070172e-07,1152843.5584297383,1152843.5584300132,0.0,0.15284355843001318
category_cap1,2025-09-24,2.750157267674987e-07,1161990.7386194225,1161990.7386196975,0.0,0.16199073861969748
category_cap1,2025-09-25,2.750269450855742e-07,1188243.54292961,1188243.542929885,0.0,0.188243542929885
category_cap1,2025-09-26,2.7503816386126227e-07,1165802.0076536296,1165802.0076539046,0.0,0.16580200765390463
category_cap1,2025-09-29,2.827146090567112e-07,1198675.427173547,1198675.4271738296,1.2946813346068788,0.19867542717382958
category_cap1,2025-09-30,2.827261414241371e-07,1202288.7098866045,1202288.709886887,0.0,0.20228870988688707
category_cap1,2025-10-09,2.8282995390231523e-07,1213354.1656168166,1213354.1656170995,0.0,0.2133541656170994
category_cap1,2025-10-10,2.828414909748363e-07,1152908.2095136195,1152908.2095139024,0.0,0.1529082095139025
category_cap1,2025-10-13,5.192123353481293e-08,1146544.036858927,1146544.036858979,1.2628085878358268,0.146544036858979
category_cap1,2025-10-14,5.1923351482464544e-08,1102421.7574839243,1102421.7574839762,0.0,0.1024217574839763
category_cap1,2025-10-15,5.192546951651053e-08,1119660.4213652876,1119660.4213653395,0.0,0.11966042136533961
category_cap1,2025-10-16,5.192758763695441e-08,1108495.729584184,1108495.729584236,0.0,0.10849572958423592
category_cap1,2025-10-17,5.192970584379971e-08,1075542.3530268627,1075542.3530269146,0.0,0.07554235302691459
category_cap1,2025-10-20,5.193606098277937e-08,1070134.9554353242,1070134.9554353761,0.0,0.07013495543537607
category_cap1,2025-10-21,5.193817953526559e-08,1087094.8993104422,1087094.899310494,0.0,0.08709489931049408
category_cap1,2025-10-22,5.194029817417085e-08,1071026.6071804194,1071026.6071804713,0.0,0.07102660718047127
category_cap1,2025-10-23,5.1942416899498674e-08,1085454.5432880714,1085454.5432881233,0.0,0.0854545432881233
category_cap1,2025-10-24,5.1944535711252593e-08,1106912.0463282177,1106912.0463282696,0.0,0.10691204632826956
category_cap1,2025-10-27,2.3649772629141808e-07,1128305.3817342566,1128305.3817344932,1.974625110147549,0.12830538173449324
category_cap1,2025-10-28,2.3650737340050835e-07,1128007.9829839724,1128007.982984209,0.0,0.1280079829842089
category_cap1,2025-10-29,2.3651702090311915e-07,1157072.570381922,1157072.5703821585,0.0,0.1570725703821585
category_cap1,2025-10-30,2.3652666879926656e-07,1139433.6628017682,1139433.6628020047,0.0,0.13943366280200475
category_cap1,2025-10-31,2.365363170889666e-07,1102336.549961216,1102336.5499614526,0.0,0.10233654996145258
category_cap1,2025-11-03,2.3656526431954324e-07,1122454.2770238165,1122454.277024053,0.0,0.1224542770240531
category_cap1,2025-11-04,2.3657491418361442e-07,1091612.3539240386,1091612.3539242751,0.0,0.09161235392427525
category_cap1,2025-11-05,2.3658456444131854e-07,1080829.767376393,1080829.7673766296,0.0,0.08082976737662961
category_cap1,2025-11-06,2.3659421509267164e-07,1114903.9964234356,1114903.9964236722,0.0,0.11490399642367222
category_cap1,2025-11-07,2.3660386613768977e-07,1103784.5417275392,1103784.5417277757,0.0,0.10378454172777563
category_cap1,2025-11-10,2.695014700293541e-07,1092932.4529481526,1092932.4529484222,1.3545068705236958,0.09293245294842212
category_cap1,2025-11-11,2.69512463412344e-07,1087816.6662208906,1087816.6662211602,0.0,0.08781666622116013
category_cap1,2025-11-12,2.69523457243771e-07,1068428.3583641597,1068428.3583644293,0.0,0.0684283583644294
category_cap1,2025-11-13,2.6953445152365345e-07,1094383.1422834885,1094383.1422837581,0.0,0.09438314228375821
category_cap1,2025-11-14,2.6954544625200964e-07,1058406.4835518412,1058406.4835521108,0.0,0.058406483552110755
category_cap1,2025-11-17,2.695784331281036e-07,1054438.5374701342,1054438.5374704038,0.0,0.054438537470403725
category_cap1,2025-11-18,2.695894296505377e-07,1025516.9274863466,1025516.9274866162,0.0,0.02551692748661627
category_cap1,2025-11-19,2.6960042662153694e-07,1016645.677861725,1016645.6778619946,0.0,0.016645677861994557
category_cap1,2025-11-20,2.696114240411197e-07,1011267.4339616704,1011267.43396194,0.0,0.011267433961940077
category_cap1,2025-11-21,2.696224219093043e-07,952919.2715093901,952919.2715096597,0.0,-0.047080728490340285
category_cap1,2025-11-24,2.0331935957074165e-07,948485.8593892121,948485.8593894155,2.017672239580775,-0.05151414061058457
category_cap1,2025-11-25,2.0332765328278996e-07,970481.53475814,970481.5347583434,0.0,-0.02951846524165669
category_cap1,2025-11-26,2.0333594733315165e-07,970697.5147394236,970697.514739627,0.0,-0.029302485260372935
category_cap1,2025-11-27,2.0334424172184052e-07,973828.4432990804,973828.4432992837,0.0,-0.026171556700716248
category_cap1,2025-11-28,2.0335253644887039e-07,988552.7990558718,988552.7990560752,0.0,-0.011447200943924818
category_cap1,2025-12-01,2.0337742266014387e-07,1008867.4570931612,1008867.4570933646,0.0,0.00886745709336445
category_cap1,2025-12-02,2.0338571874067565e-07,993937.7699088877,993937.7699090911,0.0,-0.006062230090908893
category_cap1,2025-12-03,2.0339401515961743e-07,994054.3733047114,994054.3733049148,0.0,-0.005945626695085249
category_cap1,2025-12-04,2.0340231191698302e-07,997412.3376707484,997412.3376709517,0.0,-0.002587662329048279
